"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours"
"Cleaver -  Butchered Meats, Seafood & Cocktails (3900 Paradise Rd, Ste F)","Cleaver -  Butchered Meats, Seafood & Cocktails","3900 Paradise Rd, Ste F","Las Vegas","NV","89169",36.1188165,-115.1542185,4.5,44,1,"","Seafood, Bars, Restaurants, Steakhouses, Cocktail Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '17:0-3:0', 'Wednesday': '17:0-3:0', 'Thursday': '17:0-3:0', 'Friday': '17:0-3:0', 'Saturday': '17:0-3:0', 'Sunday': '17:0-3:0'}"
"Magnan (2602 Rue Saint-Patrick)","Magnan","2602 Rue Saint-Patrick","Montréal","QC","H3K 1B8",45.4794934,-73.5718683,3.5,23,0,"{'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '3', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'""}","Steakhouses, Restaurants, Brasseries","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:30-22:30'}"
"Quaker Steak & Lube (7834 Reynolds Rd)","Quaker Steak & Lube","7834 Reynolds Rd","Mentor","OH","44060",41.6577255335,-81.3782529441,3,66,1,"{'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'""}","Restaurants, American (Traditional), Chicken Wings, Steakhouses","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
"Texas Roadhouse (8510 S Emerald Dr)","Texas Roadhouse","8510 S Emerald Dr","Tempe","AZ","85284",33.3383358638,-111.9703973585,3.5,246,1,"{'RestaurantsTableService': 'True', 'Alcohol': ""'full_bar'"", 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'WiFi': ""'no'"", 'Caters': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""'loud'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False'}","American (New), Barbeque, Restaurants, Sandwiches, American (Traditional), Salad, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '15:30-21:30', 'Wednesday': '15:30-21:30', 'Thursday': '15:30-21:30', 'Friday': '12:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '10:15-21:30'}"
"Black & Bleu American Grill (9343 E Shea Blvd, Ste B135)","Black & Bleu American Grill","9343 E Shea Blvd, Ste B135","Scottsdale","AZ","85260",33.5813336,-111.8795047,3.5,138,0,"{'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'""}","Event Planning & Services, American (New), Caterers, Seafood, Restaurants, American (Traditional), Burgers, Steakhouses, Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-21:0'}"
"Roy's Restaurant (620 E Flamingo Rd)","Roy's Restaurant","620 E Flamingo Rd","Las Vegas","NV","89119",36.1151569,-115.14971,4.5,463,0,"{'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'BYOBCorkage': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}""}","Seafood, Restaurants, Sushi Bars, Hawaiian, Steakhouses, Asian Fusion","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-21:0'}"
"P.J. Clarke's New York Chophouse (The Forum Shops At Caesars Palace, 3500 S Las Vegas Blvd)","P.J. Clarke's New York Chophouse","The Forum Shops At Caesars Palace, 3500 S Las Vegas Blvd","Las Vegas","NV","89109",36.118399,-115.172945,4,236,0,"{'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsPriceRange2': '3', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False'}","Steakhouses, Gastropubs, Seafood, American (New), Venues & Event Spaces, Beer, Wine & Spirits, Restaurants, Food, Event Planning & Services","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
"The Keg Steakhouse + Bar - York Street (165 York Street)","The Keg Steakhouse + Bar - York Street","165 York Street","Toronto","ON","M5H 3R8",43.6499945,-79.3839517,4,229,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'GoodForDancing': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '3', 'CoatCheck': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}"", 'Smoking': ""u'no'"", 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'False', 'RestaurantsTableService': 'True'}","Restaurants, Steakhouses, Nightlife, Seafood, Bars","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '16:0-2:0', 'Sunday': '16:0-0:0'}"
"Robbie's (1569 Route 138)","Robbie's","1569 Route 138","Kahnawake","QC","J0L 1B0",45.375821,-73.706218,4,7,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Burgers, Steakhouses, Restaurants","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-22:0'}"
"Diamond Men's Club (1628 Fall St)","Diamond Men's Club","1628 Fall St","Cleveland","OH","44113",41.4932113,-81.7021476,3,16,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsTakeOut': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsBitcoin': 'False'}","Sports Bars, Adult Entertainment, Restaurants, Steakhouses, Strip Clubs, Nightlife, Bars","{'Monday': '17:0-2:30', 'Tuesday': '17:0-2:30', 'Wednesday': '17:0-2:30', 'Thursday': '17:0-2:30', 'Friday': '17:0-2:30', 'Saturday': '18:0-2:30', 'Sunday': '18:0-2:30'}"
"Outback Steakhouse (3785 Las Vegas Blvd S, Fl 4)","Outback Steakhouse","3785 Las Vegas Blvd S, Fl 4","Las Vegas","NV","89109",36.1035296,-115.1723424,3.5,130,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Steakhouses, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
"Lone Star Steakhouse (2841 W. Highway 74)","Lone Star Steakhouse","2841 W. Highway 74","Monroe","NC","28110",35.02016,-80.578648,2.5,10,0,"{'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Steakhouses, Nightlife, American (Traditional), Seafood","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
"Applebee's Grill + Bar (10921 Carolina Place Pkwy)","Applebee's Grill + Bar","10921 Carolina Place Pkwy","Pineville","NC","28134",35.0857094,-80.8789629,2.5,38,1,"{'OutdoorSeating': 'False', 'Caters': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'GoodForDancing': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'DriveThru': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Smoking': ""u'outdoor'""}","Sports Bars, American (Traditional), Nightlife, Steakhouses, Burgers, Bars, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
"Château d'Or (21 Chemin de la Grande-Côte)","Château d'Or","21 Chemin de la Grande-Côte","Boisbriand","QC","J7G 1C8",45.6193537,-73.8130869,5,4,1,"{'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True'}","Breakfast & Brunch, Pizza, Steakhouses, Italian, Delis, Restaurants","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}"
"Canyon Creek (1900 The Queensway)","Canyon Creek","1900 The Queensway","Etobicoke","ON","M9C 5H5",43.6139172,-79.5598625,3.5,32,0,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""'free'"", 'Caters': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsPriceRange2': '3', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True'}","Seafood, Steakhouses, Restaurants","{'Monday': '11:30-23:0', 'Tuesday': '11:30-0:0', 'Wednesday': '11:30-0:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '11:30-22:0'}"
"Yolie's Brazilian Steak House (3900 Paradise Rd, Ste Z)","Yolie's Brazilian Steak House","3900 Paradise Rd, Ste Z","Las Vegas","NV","89169",36.11654,-115.1542695,3,86,0,"{'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'False'}","Brazilian, Restaurants, Steakhouses","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-22:30', 'Saturday': '16:30-22:30', 'Sunday': '16:30-22:30'}"
"Square 22 Restaurant and Bar (13485 Pearl Rd)","Square 22 Restaurant and Bar","13485 Pearl Rd","Strongsville","OH","44136",41.3160058,-81.8348087,4,96,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'HasTV': 'True', 'Smoking': ""u'outdoor'"", 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'GoodForKids': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'dressy'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'False', 'GoodForDancing': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False'}","Cocktail Bars, Bars, Lounges, Restaurants, Seafood, Nightlife, American (Traditional), Steakhouses, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '11:30-23:0', 'Sunday': '12:30-17:0'}"
